MODL,REPL,NRET,MTHD,THRC,NLEA,NINT_TRUE,NINT_ESTI,FN,FP,FNR,FPR,RF
26taxa,6,50000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,50000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,50000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,50000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,50000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,50000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,100000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,100000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,100000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,100000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,100000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,6,100000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,10,astral-bp,0.4,26,23,8,16,1,0.695652,0.043478,0.369565
26taxa,7,10,astral-bp,0.5,26,23,8,16,1,0.695652,0.043478,0.369565
26taxa,7,10,astral-bp,0.6,26,23,8,16,1,0.695652,0.043478,0.369565
26taxa,7,10,astral-bp,0.7,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,7,10,astral-bp,0.8,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,7,10,astral-bp,0.9,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,7,50,astral-bp,0.4,26,23,20,5,2,0.217391,0.086957,0.152174
26taxa,7,50,astral-bp,0.5,26,23,16,8,1,0.347826,0.043478,0.195652
26taxa,7,50,astral-bp,0.6,26,23,13,10,0,0.434783,0.000000,0.217391
26taxa,7,50,astral-bp,0.7,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,7,50,astral-bp,0.8,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,7,50,astral-bp,0.9,26,23,6,17,0,0.739130,0.000000,0.369565
26taxa,7,100,astral-bp,0.4,26,23,22,3,2,0.130435,0.086957,0.108696
26taxa,7,100,astral-bp,0.5,26,23,19,5,1,0.217391,0.043478,0.130435
26taxa,7,100,astral-bp,0.6,26,23,16,8,1,0.347826,0.043478,0.195652
26taxa,7,100,astral-bp,0.7,26,23,13,10,0,0.434783,0.000000,0.217391
26taxa,7,100,astral-bp,0.8,26,23,12,11,0,0.478261,0.000000,0.239130
26taxa,7,100,astral-bp,0.9,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,7,500,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,500,astral-bp,0.5,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,500,astral-bp,0.6,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,7,500,astral-bp,0.7,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,7,500,astral-bp,0.8,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,7,500,astral-bp,0.9,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,7,1000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,1000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,1000,astral-bp,0.6,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,1000,astral-bp,0.7,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,1000,astral-bp,0.8,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,7,1000,astral-bp,0.9,26,23,19,4,0,0.173913,0.000000,0.086957
26taxa,7,5000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,5000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,5000,astral-bp,0.6,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,5000,astral-bp,0.7,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,5000,astral-bp,0.8,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,5000,astral-bp,0.9,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,10000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,10000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,10000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,10000,astral-bp,0.7,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,10000,astral-bp,0.8,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,10000,astral-bp,0.9,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,7,50000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,50000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,50000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,50000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,50000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,50000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,100000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,100000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,100000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,100000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,100000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,7,100000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,10,astral-bp,0.4,26,23,6,18,1,0.782609,0.043478,0.413043
26taxa,8,10,astral-bp,0.5,26,23,6,18,1,0.782609,0.043478,0.413043
26taxa,8,10,astral-bp,0.6,26,23,6,18,1,0.782609,0.043478,0.413043
26taxa,8,10,astral-bp,0.7,26,23,3,20,0,0.869565,0.000000,0.434783
26taxa,8,10,astral-bp,0.8,26,23,3,20,0,0.869565,0.000000,0.434783
26taxa,8,10,astral-bp,0.9,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,8,50,astral-bp,0.4,26,23,23,10,10,0.434783,0.434783,0.434783
26taxa,8,50,astral-bp,0.5,26,23,16,10,3,0.434783,0.130435,0.282609
26taxa,8,50,astral-bp,0.6,26,23,13,11,1,0.478261,0.043478,0.260870
26taxa,8,50,astral-bp,0.7,26,23,10,13,0,0.565217,0.000000,0.282609
26taxa,8,50,astral-bp,0.8,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,8,50,astral-bp,0.9,26,23,6,17,0,0.739130,0.000000,0.369565
26taxa,8,100,astral-bp,0.4,26,23,22,7,6,0.304348,0.260870,0.282609
26taxa,8,100,astral-bp,0.5,26,23,18,8,3,0.347826,0.130435,0.239130
26taxa,8,100,astral-bp,0.6,26,23,17,8,2,0.347826,0.086957,0.217391
26taxa,8,100,astral-bp,0.7,26,23,14,10,1,0.434783,0.043478,0.239130
26taxa,8,100,astral-bp,0.8,26,23,11,12,0,0.521739,0.000000,0.260870
26taxa,8,100,astral-bp,0.9,26,23,7,16,0,0.695652,0.000000,0.347826
26taxa,8,500,astral-bp,0.4,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,8,500,astral-bp,0.5,26,23,22,2,1,0.086957,0.043478,0.065217
26taxa,8,500,astral-bp,0.6,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,8,500,astral-bp,0.7,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,8,500,astral-bp,0.8,26,23,19,4,0,0.173913,0.000000,0.086957
26taxa,8,500,astral-bp,0.9,26,23,17,6,0,0.260870,0.000000,0.130435
26taxa,8,1000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,1000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,1000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,1000,astral-bp,0.7,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,8,1000,astral-bp,0.8,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,8,1000,astral-bp,0.9,26,23,19,4,0,0.173913,0.000000,0.086957
26taxa,8,5000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,5000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,5000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,5000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,5000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,5000,astral-bp,0.9,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,8,10000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,10000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,10000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,10000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,10000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,10000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,50000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,50000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,50000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,50000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,50000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,50000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,100000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,100000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,100000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,100000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,100000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,8,100000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,10,astral-bp,0.4,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,9,10,astral-bp,0.5,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,9,10,astral-bp,0.6,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,9,10,astral-bp,0.7,26,23,3,20,0,0.869565,0.000000,0.434783
26taxa,9,10,astral-bp,0.8,26,23,3,20,0,0.869565,0.000000,0.434783
26taxa,9,10,astral-bp,0.9,26,23,0,23,0,1.000000,0.000000,0.500000
26taxa,9,50,astral-bp,0.4,26,23,19,8,4,0.347826,0.173913,0.260870
26taxa,9,50,astral-bp,0.5,26,23,16,8,1,0.347826,0.043478,0.195652
26taxa,9,50,astral-bp,0.6,26,23,14,9,0,0.391304,0.000000,0.195652
26taxa,9,50,astral-bp,0.7,26,23,10,13,0,0.565217,0.000000,0.282609
26taxa,9,50,astral-bp,0.8,26,23,10,13,0,0.565217,0.000000,0.282609
26taxa,9,50,astral-bp,0.9,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,9,100,astral-bp,0.4,26,23,21,6,4,0.260870,0.173913,0.217391
26taxa,9,100,astral-bp,0.5,26,23,18,6,1,0.260870,0.043478,0.152174
26taxa,9,100,astral-bp,0.6,26,23,16,7,0,0.304348,0.000000,0.152174
26taxa,9,100,astral-bp,0.7,26,23,14,9,0,0.391304,0.000000,0.195652
26taxa,9,100,astral-bp,0.8,26,23,13,10,0,0.434783,0.000000,0.217391
26taxa,9,100,astral-bp,0.9,26,23,12,11,0,0.478261,0.000000,0.239130
26taxa,9,500,astral-bp,0.4,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,9,500,astral-bp,0.5,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,9,500,astral-bp,0.6,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,9,500,astral-bp,0.7,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,9,500,astral-bp,0.8,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,9,500,astral-bp,0.9,26,23,17,6,0,0.260870,0.000000,0.130435
26taxa,9,1000,astral-bp,0.4,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,9,1000,astral-bp,0.5,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,9,1000,astral-bp,0.6,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,9,1000,astral-bp,0.7,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,9,1000,astral-bp,0.8,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,9,1000,astral-bp,0.9,26,23,19,4,0,0.173913,0.000000,0.086957
26taxa,9,5000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,5000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,5000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,5000,astral-bp,0.7,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,9,5000,astral-bp,0.8,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,9,5000,astral-bp,0.9,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,9,10000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,10000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,10000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,10000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,10000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,10000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,50000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,50000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,50000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,50000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,50000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,50000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,100000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,100000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,100000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,100000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,100000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,9,100000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10,astral-bp,0.4,26,23,7,16,0,0.695652,0.000000,0.347826
26taxa,10,10,astral-bp,0.5,26,23,7,16,0,0.695652,0.000000,0.347826
26taxa,10,10,astral-bp,0.6,26,23,7,16,0,0.695652,0.000000,0.347826
26taxa,10,10,astral-bp,0.7,26,23,3,20,0,0.869565,0.000000,0.434783
26taxa,10,10,astral-bp,0.8,26,23,3,20,0,0.869565,0.000000,0.434783
26taxa,10,10,astral-bp,0.9,26,23,0,23,0,1.000000,0.000000,0.500000
26taxa,10,50,astral-bp,0.4,26,23,18,10,5,0.434783,0.217391,0.326087
26taxa,10,50,astral-bp,0.5,26,23,17,11,5,0.478261,0.217391,0.347826
26taxa,10,50,astral-bp,0.6,26,23,13,12,2,0.521739,0.086957,0.304348
26taxa,10,50,astral-bp,0.7,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,10,50,astral-bp,0.8,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,10,50,astral-bp,0.9,26,23,7,16,0,0.695652,0.000000,0.347826
26taxa,10,100,astral-bp,0.4,26,23,21,7,5,0.304348,0.217391,0.260870
26taxa,10,100,astral-bp,0.5,26,23,18,9,4,0.391304,0.173913,0.282609
26taxa,10,100,astral-bp,0.6,26,23,17,9,3,0.391304,0.130435,0.260870
26taxa,10,100,astral-bp,0.7,26,23,11,13,1,0.565217,0.043478,0.304348
26taxa,10,100,astral-bp,0.8,26,23,9,14,0,0.608696,0.000000,0.304348
26taxa,10,100,astral-bp,0.9,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,10,500,astral-bp,0.4,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,10,500,astral-bp,0.5,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,10,500,astral-bp,0.6,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,10,500,astral-bp,0.7,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,10,500,astral-bp,0.8,26,23,18,5,0,0.217391,0.000000,0.108696
26taxa,10,500,astral-bp,0.9,26,23,15,8,0,0.347826,0.000000,0.173913
26taxa,10,1000,astral-bp,0.4,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,10,1000,astral-bp,0.5,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,10,1000,astral-bp,0.6,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,10,1000,astral-bp,0.7,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,10,1000,astral-bp,0.8,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,10,1000,astral-bp,0.9,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,10,5000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,5000,astral-bp,0.8,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,10,5000,astral-bp,0.9,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,10,10000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,10000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,50000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,10,100000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10,astral-bp,0.4,26,23,7,17,1,0.739130,0.043478,0.391304
26taxa,11,10,astral-bp,0.5,26,23,7,17,1,0.739130,0.043478,0.391304
26taxa,11,10,astral-bp,0.6,26,23,7,17,1,0.739130,0.043478,0.391304
26taxa,11,10,astral-bp,0.7,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,11,10,astral-bp,0.8,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,11,10,astral-bp,0.9,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,11,50,astral-bp,0.4,26,23,17,9,3,0.391304,0.130435,0.260870
26taxa,11,50,astral-bp,0.5,26,23,16,9,2,0.391304,0.086957,0.239130
26taxa,11,50,astral-bp,0.6,26,23,16,9,2,0.391304,0.086957,0.239130
26taxa,11,50,astral-bp,0.7,26,23,9,14,0,0.608696,0.000000,0.304348
26taxa,11,50,astral-bp,0.8,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,11,50,astral-bp,0.9,26,23,6,17,0,0.739130,0.000000,0.369565
26taxa,11,100,astral-bp,0.4,26,23,20,7,4,0.304348,0.173913,0.239130
26taxa,11,100,astral-bp,0.5,26,23,20,7,4,0.304348,0.173913,0.239130
26taxa,11,100,astral-bp,0.6,26,23,19,7,3,0.304348,0.130435,0.217391
26taxa,11,100,astral-bp,0.7,26,23,13,11,1,0.478261,0.043478,0.260870
26taxa,11,100,astral-bp,0.8,26,23,13,11,1,0.478261,0.043478,0.260870
26taxa,11,100,astral-bp,0.9,26,23,11,12,0,0.521739,0.000000,0.260870
26taxa,11,500,astral-bp,0.4,26,23,22,5,4,0.217391,0.173913,0.195652
26taxa,11,500,astral-bp,0.5,26,23,21,5,3,0.217391,0.130435,0.173913
26taxa,11,500,astral-bp,0.6,26,23,19,5,1,0.217391,0.043478,0.130435
26taxa,11,500,astral-bp,0.7,26,23,18,5,0,0.217391,0.000000,0.108696
26taxa,11,500,astral-bp,0.8,26,23,16,7,0,0.304348,0.000000,0.152174
26taxa,11,500,astral-bp,0.9,26,23,16,7,0,0.304348,0.000000,0.152174
26taxa,11,1000,astral-bp,0.4,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,11,1000,astral-bp,0.5,26,23,21,3,1,0.130435,0.043478,0.086957
26taxa,11,1000,astral-bp,0.6,26,23,21,3,1,0.130435,0.043478,0.086957
26taxa,11,1000,astral-bp,0.7,26,23,21,3,1,0.130435,0.043478,0.086957
26taxa,11,1000,astral-bp,0.8,26,23,20,4,1,0.173913,0.043478,0.108696
26taxa,11,1000,astral-bp,0.9,26,23,18,5,0,0.217391,0.000000,0.108696
26taxa,11,5000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,5000,astral-bp,0.8,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,11,5000,astral-bp,0.9,26,23,22,1,0,0.043478,0.000000,0.021739
26taxa,11,10000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,10000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,50000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astral-bp,0.4,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astral-bp,0.5,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astral-bp,0.6,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astral-bp,0.7,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astral-bp,0.8,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,11,100000,astral-bp,0.9,26,23,23,0,0,0.000000,0.000000,0.000000
26taxa,12,10,astral-bp,0.4,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,12,10,astral-bp,0.5,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,12,10,astral-bp,0.6,26,23,7,18,2,0.782609,0.086957,0.434783
26taxa,12,10,astral-bp,0.7,26,23,2,21,0,0.913043,0.000000,0.456522
26taxa,12,10,astral-bp,0.8,26,23,2,21,0,0.913043,0.000000,0.456522
26taxa,12,10,astral-bp,0.9,26,23,1,22,0,0.956522,0.000000,0.478261
26taxa,12,50,astral-bp,0.4,26,23,19,9,5,0.391304,0.217391,0.304348
26taxa,12,50,astral-bp,0.5,26,23,16,9,2,0.391304,0.086957,0.239130
26taxa,12,50,astral-bp,0.6,26,23,14,11,2,0.478261,0.086957,0.282609
26taxa,12,50,astral-bp,0.7,26,23,9,14,0,0.608696,0.000000,0.304348
26taxa,12,50,astral-bp,0.8,26,23,8,15,0,0.652174,0.000000,0.326087
26taxa,12,50,astral-bp,0.9,26,23,5,18,0,0.782609,0.000000,0.391304
26taxa,12,100,astral-bp,0.4,26,23,23,4,4,0.173913,0.173913,0.173913
26taxa,12,100,astral-bp,0.5,26,23,19,6,2,0.260870,0.086957,0.173913
26taxa,12,100,astral-bp,0.6,26,23,17,6,0,0.260870,0.000000,0.130435
26taxa,12,100,astral-bp,0.7,26,23,14,9,0,0.391304,0.000000,0.195652
26taxa,12,100,astral-bp,0.8,26,23,12,11,0,0.478261,0.000000,0.239130
26taxa,12,100,astral-bp,0.9,26,23,10,13,0,0.565217,0.000000,0.282609
26taxa,12,500,astral-bp,0.4,26,23,23,2,2,0.086957,0.086957,0.086957
26taxa,12,500,astral-bp,0.5,26,23,20,3,0,0.130435,0.000000,0.065217
26taxa,12,500,astral-bp,0.6,26,23,19,4,0,0.173913,0.000000,0.086957
26taxa,12,500,astral-bp,0.7,26,23,18,5,0,0.217391,0.000000,0.108696
26taxa,12,500,astral-bp,0.8,26,23,18,5,0,0.217391,0.000000,0.108696
26taxa,12,500,astral-bp,0.9,26,23,18,5,0,0.217391,0.000000,0.108696
26taxa,12,1000,astral-bp,0.4,26,23,23,1,1,0.043478,0.043478,0.043478
26taxa,12,1000,astral-bp,0.5,26,23,22,2,1,0.086957,0.043478,0.065217
26taxa,12,1000,astral-bp,0.6,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,12,1000,astral-bp,0.7,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,12,1000,astral-bp,0.8,26,23,21,2,0,0.086957,0.000000,0.043478
26taxa,12,1000,astral-bp,0.9,26,23,20,3,0,0.130435,0.000000,0.065217
